relation	pattern_type	precision	support	pattern_data
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('a', 'full')]
Component-Whole(e2,e1)	LEMMA	1.000	2	['fully']
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('a', 'fully')]
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('process', 'the')]
Component-Whole(e2,e1)	LEMMA	1.000	2	['stretch']
Component-Whole(e2,e1)	BEFORE_E1	1.000	2	['connector']
Component-Whole(e2,e1)	LEMMA	1.000	2	['load']
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('a', 'spring')]
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('spring', 'load')]
Component-Whole(e2,e1)	LEMMA	1.000	2	['dual']
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('a', 'dual')]
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('with', 'small')]
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('on', 'its')]
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('be', 'far')]
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('far', 'comprise')]
Component-Whole(e2,e1)	LEMMA	1.000	2	['bath']
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('a', 'central')]
Component-Whole(e2,e1)	BEFORE_E1	1.000	2	['classic']
Component-Whole(e2,e1)	LEMMA	1.000	2	['maximum']
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('a', 'maximum')]
Component-Whole(e2,e1)	BIGRAM	1.000	2	[('contain', 'various')]
Other	BIGRAM	1.000	2	[('pertinent', 'to')]
Other	BIGRAM	1.000	2	[('denote', 'by')]
Other	BIGRAM	1.000	2	[('the', 'product')]
Other	BIGRAM	1.000	2	[('product', 'of')]
Other	BIGRAM	1.000	2	[('to', 'report')]
Other	BIGRAM	1.000	2	[('cure', 'for')]
Other	BIGRAM	1.000	2	[('temple', 'by')]
Other	LEMMA	1.000	2	['assembly']
Other	BIGRAM	1.000	2	[('the', 'vessel')]
Other	BIGRAM	1.000	2	[('a', 'genetically')]
Other	BIGRAM	1.000	2	[('genetically', 'engineer')]
Other	BEFORE_E1	1.000	2	['before']
Other	BIGRAM	1.000	2	[('of', 'fellow')]
Other	BIGRAM	1.000	2	[('denote', 'with')]
Other	LEMMA	1.000	2	['intensive']
Other	BEFORE_E1	1.000	2	['slide']
Other	BEFORE_E1	1.000	2	['complete']
Other	LEMMA	1.000	2	['simply']
Other	BIGRAM	1.000	2	[('be', 'extend')]
Other	BIGRAM	1.000	2	[('to', 'assess')]
Other	LEMMA	1.000	2	['wave']
Other	BIGRAM	1.000	2	[('denote', 'the')]
Other	LEMMA	1.000	2	['difficult']
Other	BIGRAM	1.000	2	[('a', 'difficult')]
Other	BIGRAM	1.000	2	[('escape', 'an')]
Other	BIGRAM	1.000	2	[('require', 'a')]
Other	LEMMA	1.000	2	['fulfill']
Other	LEMMA	1.000	2	['mathematical']
Other	LEMMA	1.000	2	['reduce']
Other	LEMMA	1.000	2	['preliminary']
Other	BIGRAM	1.000	2	[('the', 'preliminary')]
Other	BIGRAM	1.000	2	[('a', 'successful')]
Other	LEMMA	1.000	2	['diminish']
Other	LEMMA	1.000	2	['miracle']
Other	BIGRAM	1.000	2	[('a', 'miracle')]
Other	LEMMA	1.000	2	['attempt']
Other	LEMMA	1.000	2	['medicine']
Other	BIGRAM	1.000	2	[('of', 'medicine')]
Other	LEMMA	1.000	2	['substrate']
Other	LEMMA	1.000	2	['profit']
Other	LEMMA	1.000	2	['hole']
Other	BIGRAM	1.000	2	[('a', 'secure')]
Other	BIGRAM	1.000	2	[('into', 'great')]
Other	BIGRAM	1.000	2	[('vessel', 'be')]
Other	BIGRAM	1.000	2	[('be', 'assist')]
Other	BIGRAM	1.000	2	[('assist', 'by')]
Other	BIGRAM	1.000	2	[('on', 'which')]
Other	BIGRAM	1.000	2	[('be', 'attach')]
Other	LEMMA	1.000	2	['copy']
Other	BEFORE_E1	1.000	2	['outdoor']
Other	BEFORE_E1	1.000	2	['considerable']
Other	LEMMA	1.000	2	['diamond']
Other	BIGRAM	1.000	2	[('the', 'home')]
Other	BIGRAM	1.000	2	[('home', 'with')]
Other	BIGRAM	1.000	2	[('only', 'the')]
Other	BIGRAM	1.000	2	[('this', 'article')]
Other	BIGRAM	1.000	2	[('article', 'investigate')]
Other	BIGRAM	1.000	2	[('investigate', 'two')]
Other	BIGRAM	1.000	2	[('plant', 'a')]
Other	BIGRAM	1.000	2	[('the', 'child')]
Other	LEMMA	1.000	2	['determine']
Other	BIGRAM	1.000	2	[('to', 'determine')]
Other	LEMMA	1.000	2	['inspire']
Other	BIGRAM	1.000	2	[('be', 'inspire')]
Other	BIGRAM	1.000	2	[('inspire', 'by')]
Other	AFTER_E2	1.000	2	['early']
Other	LEMMA	1.000	2	['insurance']
Other	LEMMA	1.000	2	['bullet']
Other	BIGRAM	1.000	2	[('a', 'bullet')]
Other	BIGRAM	1.000	2	[('a', 'valuable')]
Other	BIGRAM	1.000	2	[('valuable', 'contribution')]
Other	LEMMA	1.000	2	['accompany']
Other	BEFORE_E1	1.000	2	['bake']
Other	BIGRAM	1.000	2	[('still', 'under')]
Other	BEFORE_E1	1.000	2	['eight']
Other	BIGRAM	1.000	2	[('the', 'criminal')]
Other	LEMMA	1.000	2	['convincing']
Other	BIGRAM	1.000	2	[('a', 'convincing')]
Other	LEMMA	1.000	2	['recover']
Other	BIGRAM	1.000	2	[('recover', 'from')]
Other	LEMMA	1.000	2	['aim']
Other	BIGRAM	1.000	2	[('the', 'south')]
Other	BIGRAM	1.000	2	[('benefit', 'from')]
Other	LEMMA	1.000	2	['effortlessly']
Other	BIGRAM	1.000	2	[('cut', 'with')]
Other	BIGRAM	1.000	2	[('be', 'cut')]
Other	AFTER_E2	1.000	2	['easy']
Other	BIGRAM	1.000	2	[('send', 'by')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['portable']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('a', 'portable')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['calibrate']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('calibrate', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('the', 'potato')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['colored']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('with', 'colored')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['diagnostic']
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['movement']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('attach', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('mark', 'their')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('cup', 'of')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['dish']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('create', 'dish')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('dish', 'use')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('use', 'farm')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('farm', 'fresh')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('wall', 'use')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['lightly']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('touch', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('hand', 'hold')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('fly', 'to')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('bake', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('blast', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('picture', 'with')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['possession']
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['employ']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('that', 'employ')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('employ', 'a')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['wbai']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('receive', 'wbai')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('wbai', 'live')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('live', 'over')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['charge']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('buy', 'his')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('picture', 'use')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['usage']
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['dimension']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('dimension', 'by')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['wear']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('a', 'cotton')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('eat', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('tree', 'with')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('head', 'with')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('to', 'use')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('pull', 'the')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['deface']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('deface', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('vehicle', 'with')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('process', 'a')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('wood', 'with')]
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['hard']
Instrument-Agency(e2,e1)	LEMMA	1.000	2	['sweep']
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('sweep', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('wield', 'a')]
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	[('take', 'his')]
Member-Collection(e1,e2)	LEMMA	1.000	2	['select']
Member-Collection(e1,e2)	BIGRAM	1.000	2	[("'s", 'rule')]
Member-Collection(e1,e2)	LEMMA	1.000	2	['gather']
Member-Collection(e1,e2)	BIGRAM	1.000	2	[('gather', 'in')]
Member-Collection(e1,e2)	BIGRAM	1.000	2	[('join', 'the')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('stomach', 'cause')]
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['chronic']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('by', 'water')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('or', 'by')]
Cause-Effect(e2,e1)	LEMMA	1.000	2	['inflammation']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['chernobyl']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'chernobyl')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'brain')]
Cause-Effect(e2,e1)	AFTER_E2	1.000	2	['damage']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['sudden']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('by', 'take')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'massive')]
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['enormous']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'grow')]
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['voltage']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('a', 'blood')]
Cause-Effect(e2,e1)	LEMMA	1.000	2	['pin']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['abdominal']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['discomfort']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('and', 'discomfort')]
Cause-Effect(e2,e1)	LEMMA	1.000	2	['anger']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['fever']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['electromagnetic']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['get']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['terrible']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['continuous']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['ulcer']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['h5n1']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'h5n1')]
Cause-Effect(e2,e1)	LEMMA	1.000	2	['fifth']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'fifth')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('fifth', 'century')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('century', 'be')]
Cause-Effect(e2,e1)	LEMMA	1.000	2	['h1n1']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'h1n1')]
Cause-Effect(e2,e1)	LEMMA	1.000	2	['hepatitis']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'hepatitis')]
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['liver']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['noise']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('or', 'pimple')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('pimple', 'be')]
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('from', 'alcohol')]
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['neck']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['sinus']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['terrible']
Cause-Effect(e2,e1)	BIGRAM	1.000	2	[('the', 'terrible')]
Cause-Effect(e2,e1)	LEMMA	1.000	2	['storm']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['muscle']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['clock']
Cause-Effect(e2,e1)	LEMMA	1.000	2	['electron']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['skin']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['widespread']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['minimize']
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	['eye']
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	['derive']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('now', 'be')]
Entity-Destination(e1,e2)	LEMMA	1.000	2	['sterile']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('into', 'warm')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('then', 'be')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('have', 'approach')]
Entity-Destination(e1,e2)	LEMMA	1.000	2	['transfer']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('into', 'develop')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('arrive', 'at')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('to', 'my')]
Entity-Destination(e1,e2)	AFTER_E2	1.000	2	['kill']
Entity-Destination(e1,e2)	LEMMA	1.000	2	['empty']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('an', 'empty')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('to', 'their')]
Entity-Destination(e1,e2)	LEMMA	1.000	2	['brand']
Entity-Destination(e1,e2)	LEMMA	1.000	2	['transport']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('transport', 'into')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('release', 'back')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('be', 'successfully')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('into', 'different')]
Entity-Destination(e1,e2)	AFTER_E2	1.000	2	['together']
Entity-Destination(e1,e2)	LEMMA	1.000	2	['fetch']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('be', 'fetch')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('fetch', 'into')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('into', 'these')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('a', 'deep')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('into', 'some')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('a', 'top')]
Entity-Destination(e1,e2)	LEMMA	1.000	2	['implant']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('be', 'implant')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('implant', 'into')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('be', 'flow')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('be', 'post')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('post', 'to')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('to', 'other')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('into', 'both')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('country', 'be')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('into', 'people')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('people', "'s")]
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	['drop']
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	['industry']
Entity-Destination(e1,e2)	LEMMA	1.000	2	['dark']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('be', 'instal')]
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('instal', 'in')]
Entity-Destination(e1,e2)	LEMMA	1.000	2	['outstanding']
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	['bestow']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('the', 'open')]
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	['pack']
Entity-Destination(e1,e2)	LEMMA	1.000	2	['bankrupt']
Entity-Destination(e1,e2)	BIGRAM	1.000	2	[('leak', 'into')]
Content-Container(e1,e2)	AFTER_E2	1.000	2	['mark']
Content-Container(e1,e2)	LEMMA	1.000	2	['plain']
Content-Container(e1,e2)	BIGRAM	1.000	2	[('a', 'plain')]
Content-Container(e1,e2)	LEMMA	1.000	2	['insulate']
Content-Container(e1,e2)	LEMMA	1.000	2	['conditioning']
Content-Container(e1,e2)	BIGRAM	1.000	2	[('air', 'conditioning')]
Content-Container(e1,e2)	BIGRAM	1.000	2	[('a', 'gift')]
Content-Container(e1,e2)	LEMMA	1.000	2	['material']
Content-Container(e1,e2)	BIGRAM	1.000	2	[('be', 'forget')]
Content-Container(e1,e2)	BIGRAM	1.000	2	[('the', 'cia')]
Content-Container(e1,e2)	BIGRAM	1.000	2	[('cia', "'s")]
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	['official']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('to', 'remind')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('remind', 'they')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('the', 'relative')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('advertise', 'a')]
Message-Topic(e1,e2)	LEMMA	1.000	2	['exclusively']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('devote', 'exclusively')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('exclusively', 'to')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('review', 'of')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('a', 'young')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('the', 'six')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('be', 'center')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('promote', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('criticize', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('define', 'the')]
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	['interview']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('be', 'that')]
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	['examination']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('advertise', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('among', 'other')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('other', 'thing')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('detail', 'of')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('assert', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('swirl', 'around')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('have', 'special')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('special', 'reference')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('introduction', 'to')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('be', 'devoted')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('devoted', 'to')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('picture', 'of')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('social', 'and')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('customer', 'about')]
Message-Topic(e1,e2)	LEMMA	1.000	2	['organise']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('organise', 'around')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('account', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('devote', 'entirely')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('entirely', 'to')]
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	['experimental']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('be', 'base')]
Message-Topic(e1,e2)	LEMMA	1.000	2	['overview']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('detailed', 'and')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('overview', 'of')]
Message-Topic(e1,e2)	LEMMA	1.000	2	['limit']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('state', 'that')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('document', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('an', 'account')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('account', 'of')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('between', 'the')]
Message-Topic(e1,e2)	LEMMA	1.000	2	['pertain']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('pertain', 'to')]
Message-Topic(e1,e2)	LEMMA	1.000	2	['particular']
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('outline', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('the', 'political')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('clear', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('pilot', 'and')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('allege', 'the')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('look', 'at')]
Message-Topic(e1,e2)	BIGRAM	1.000	2	[('regard', 'the')]
